date,total_member,new_register_n,delete_s,undeleted_e,mavs_total,hyvs_total,mavs_new,mavs_recall,mavs_churn,policy_valid,carrier_valid,has_invoice,has_carrier_invoice,policy_expired_today,policy_expiring_30d,policy_renewed_7d,active_30d,net_increase,mavs_delta,policy_rate,carrier_rate,invoice_rate,carrier_invoice_rate,mavs_rate,renew_success_rate
2026-03-06,5528385,593,3,5359261,2367570,2740705,152,14243,18993,2984238,5190757,2706002,2670610,0,805379,913,2442839,590,-4598,0.556838,1.739391,0.521312,0.986921,0.441772,
2026-03-07,5529140,755,4,5360012,2360372,2741461,191,14322,21711,2985046,5190757,2704315,2669170,0,813342,957,2435047,751,-7198,0.55691,1.73892,0.520987,0.987004,0.440367,
2026-03-08,5529886,746,1,5360757,2354728,2742331,180,15417,21241,2985946,5190757,2702267,2667537,0,819183,909,2428701,745,-5644,0.557001,1.738396,0.520592,0.987148,0.439253,
2026-03-09,5530489,603,6,5361354,2349141,2743089,147,15526,21260,2986681,5190757,2700406,2666065,0,824825,883,2422544,597,-5587,0.557076,1.737968,0.520234,0.987283,0.438162,
2026-03-10,5531129,640,52,5361942,2345841,2743820,155,14261,17716,2987491,5190757,2698569,2664625,0,830340,859,2418855,588,-3300,0.557166,1.737497,0.51988,0.987421,0.437498,
2026-03-11,5531709,580,13,5362509,2340547,2744476,131,14212,19637,2988125,5190757,2697167,2663566,0,835859,769,2413115,567,-5294,0.557225,1.737128,0.51961,0.987542,0.436465,
2026-03-12,5532240,531,5,5363035,2336966,2744755,124,14228,17933,2988368,5190757,2695122,2661893,0,839712,762,2409294,526,-3581,0.557216,1.736987,0.519216,0.987671,0.435754,
2026-03-13,5532784,544,8,5363571,2321608,2744748,117,13664,29139,2988070,5190757,2693414,2660597,0,842659,718,2392542,536,-15358,0.557105,1.73716,0.518887,0.987816,0.432847,
2026-03-14,5533466,682,12,5364241,2311966,2745458,183,15107,24932,2988764,5190757,2691682,2659361,0,847113,774,2382097,670,-9642,0.557164,1.736757,0.518553,0.987992,0.430996,
2026-03-15,5534203,737,6,5364972,2305687,2745997,211,16593,23083,2989438,5190757,2689904,2658051,0,848158,810,2375309,731,-6279,0.557214,1.736365,0.51821,0.988158,0.429767,
2026-03-16,5534817,614,11,5365575,2298090,2746387,161,15493,23251,2989865,5190757,2688156,2656893,0,849622,773,2367222,603,-7597,0.557231,1.736118,0.517874,0.98837,0.428303,
2026-03-17,5535399,582,13,5366144,2288175,2746772,153,16522,26590,2990299,5190757,2686424,2655661,0,850582,779,2356569,569,-9915,0.557253,1.735866,0.51754,0.988549,0.42641,
2026-03-18,5535973,574,4,5366714,2281041,2746560,159,15858,23151,2989780,5190757,2684596,2654313,0,850433,828,2349309,570,-7134,0.557097,1.736167,0.517188,0.98872,0.425035,
2026-03-19,5536606,633,3,5367344,2275523,2746080,162,18022,23702,2989256,5190757,2683545,2653724,0,846597,876,2343746,630,-5518,0.556934,1.736471,0.516985,0.988887,0.423957,
2026-03-20,5537180,574,5,5367913,2270020,2744951,169,16231,21903,2987907,5190757,2682569,2653154,0,840230,888,2338709,569,-5503,0.556624,1.737255,0.516797,0.989035,0.422887,
2026-03-21,5537876,696,1,5368608,2268653,2743650,208,18192,19767,2985746,5190757,2681246,2652346,0,828694,1048,2338096,695,-1367,0.556149,1.738513,0.516542,0.989221,0.422578,
2026-03-22,5538731,855,2,5369461,2268236,2743223,232,18355,19004,2985520,5190757,2679707,2651369,0,821408,1120,2337945,853,-417,0.556019,1.738644,0.516246,0.989425,0.422433,
2026-03-23,5539467,736,7,5370190,2273808,2743200,200,24973,19601,2986370,5190757,2677393,2649716,0,815393,1428,2344266,729,5572,0.556101,1.738149,0.5158,0.989663,0.423413,
2026-03-24,5540150,683,9,5370864,2248006,2702146,198,20165,46165,2938732,5190757,2674650,2647733,0,580840,2369,2340795,674,-25802,0.547162,1.766325,0.515272,0.989936,0.418556,
2026-03-25,5545386,5236,114,5375986,2440678,2726199,1724,210179,19231,2964902,5190757,2672075,2646101,0,529348,35980,2522924,5122,192672,0.551509,1.750735,0.514776,0.990279,0.453996,
2026-03-26,5548274,2888,31,5378843,2483908,2732820,939,56112,13821,2972063,5190757,2669901,2645104,0,516153,10989,2564068,2857,43230,0.552547,1.746516,0.514357,0.990712,0.461792,
2026-03-27,5549796,1522,9,5380356,2494792,2734142,412,25110,14638,2973123,5190757,2667708,2644148,0,506487,4865,2574663,1513,10884,0.552589,1.745894,0.513934,0.991168,0.463685,
2026-03-28,5551284,1488,3,5381841,2500091,2734197,390,19367,14458,2972707,5190757,2665498,2643290,0,492072,4017,2580190,1485,5299,0.552359,1.746138,0.513509,0.991668,0.464542,
2026-03-29,5552875,1591,4,5383428,2509090,2736093,400,21278,12679,2974647,5190757,2662377,2642011,0,484724,4205,2588557,1587,8999,0.552556,1.744999,0.512907,0.99235,0.466077,
2026-03-30,5553862,987,2,5384413,2513969,2736866,245,15779,11145,2975076,5190757,2658739,2640607,0,476282,3190,2593280,985,4879,0.552535,1.744748,0.512206,0.99318,0.466898,
2026-03-31,5554689,827,2,5385238,2514913,2735190,233,12770,12059,2971841,5190757,2654264,2639609,0,465335,2452,2595724,825,944,0.55185,1.746647,0.511344,0.994479,0.467001,
2026-04-01,5555575,886,6,5386118,2516062,2735349,236,12453,11540,2971693,5190757,2652134,2637981,0,464288,1606,2597093,880,1149,0.551732,1.746734,0.510934,0.994664,0.467138,
2026-04-02,5556397,822,41,5386899,2517295,2735132,198,12384,11349,2971038,5190757,2650199,2636470,0,468396,1456,2598595,781,1233,0.55153,1.747119,0.510561,0.99482,0.467299,
2026-04-03,5557423,1026,3,5387922,2520373,2735556,283,13169,10374,2971205,5190757,2649098,2635731,0,468936,1337,2601795,1023,3078,0.551457,1.747021,0.510349,0.994954,0.467782,
2026-04-04,5558594,1171,0,5389093,2522064,2734670,303,12928,11540,2970093,5190757,2648034,2635004,0,463369,1273,2604546,1171,1691,0.55113,1.747675,0.510144,0.995079,0.467994,
2026-04-05,5559684,1090,3,5390180,2523796,2734459,292,12632,11192,2969632,5190757,2647081,2634370,0,458826,1334,2606961,1087,1732,0.550934,1.747946,0.50996,0.995198,0.468221,
2026-04-06,5560896,1212,7,5391385,2529375,2734711,299,15218,9938,2969526,5190757,2645840,2633473,0,453186,1633,2613471,1205,5579,0.550791,1.748009,0.509721,0.995326,0.469151,
2026-04-07,5561726,830,9,5392206,2532150,2734556,197,12123,9545,2969006,5190757,2644349,2632351,0,450254,1442,2616857,821,2775,0.550611,1.748315,0.509434,0.995463,0.469594,
2026-04-08,5562479,753,2,5392957,2533604,2734031,176,11319,10041,2968310,5190757,2642037,2630347,0,448708,1321,2618968,751,1454,0.550405,1.748725,0.508989,0.995575,0.469799,
